galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
990025,Large Magellanic Cloud (LMC),0.6286569225799827,63.12520024218674,27109.23430962398,0.6460394658724056,8.240542718817482,,,,,,,38.30548296698158,681.8410858029862,22.131436298848527,150.25929008464252,129.841789064381,12.403812411218553,490.44640041264086,60.1215802480122,57.02818348142108,69.82536860858434,46.01823015924211,98.21607159767237,174.61789935026104,,,,,79.61406648540054,73.07160030665247,,85.85154409544894,,73.16635397950337,,,,431.2703026961731,466.0892873758149,16.16787135614628,8.223562669896403,21158.32486457829,7760.639488873206,13.617992665944588,94.85930634414957,,8.436392493312395,,,,,1237.2287369357682,118.43463350937715,,,,75.60479895439714,,,42.61628438377289,,,,,,,,,,,,,,,,,,0.05258977109572517
990025,Camelopardalis B,0.8180821669333752,81.00499445290778,30166.79395752572,0.852246418111155,10.671823175590916,4.742469612040644,0.8336237325393494,0.4678729145468194,152.52219807136362,,,36.25555899728235,423.97308899455663,89.29418079738413,117.06933230152559,61.8225899571456,13.054897740807679,560.5477061479598,58.57300221975622,69.87390484487594,76.75230499655062,40.16796002260193,88.32257431691148,109.89238489741457,,,,,63.813719598730145,45.48207090709438,,93.52635898159843,,35.5903710447684,,,,221.41101339054063,376.475150970648,36.63951927165285,21.007338635646885,24984.04439144524,6969.137436344892,19.48482996350748,77.93510772038017,,12.549351256910713,7.096069687441587,8.098793659153639,11.79721287223166,13.477707139739284,544.4589250592288,53.75352532669773,,,,57.214150220422155,57.314931549375714,56.18735528780721,29.90842224231765,6.225945766345018,44.78002300539873,,120.88608019122805,,,,,,,,,,19.177925995435146,,22.785017608949968,,0.05986803016773545
990025,Virgo I,0.6594431792430047,59.57053361328088,8441.707352734524,0.4997615467338031,8.840315870706373,5.583972505170536,0.4691095173877302,0.36383721529541135,209.8132663794321,,,18.093991086585408,285.5722073379073,57.49108328471461,226.52376016917717,134.55843696009498,15.963000883848055,555.0124611092593,43.07849719342641,59.462625796287355,59.15250564988546,91.09366766672943,114.16399520851748,230.57366602396962,,,,,80.87414913652852,75.2177273678187,,95.0412720716375,,48.892554726715275,,,,513.730395991085,581.0635981704239,31.958514915574256,18.95443446092768,19860.12152027061,3276.634176142517,13.357158221139036,87.50861950721844,,13.949733273820256,6.494764267233286,6.730145376173381,6.960040846996676,6.805404817694112,1537.9534833994394,126.06369147477331,,,,76.14173455836591,42.405826758851425,53.927715209874926,18.732049187334688,4.138114797956422,24.030944929585274,,96.62683140742071,,,,,,,,,,21.151265462190143,6.534020024536549,,,0.05044906218785139
990025,UGC 8651 (DDO 181),0.5558616483658992,52.333292798488856,,,,,,,,,,,327.2022468741811,47.78545610068693,279.0001753715523,193.22879867284686,12.940990677352767,766.807703319112,51.31837241706463,50.535797326841,54.931369276898316,92.72789176071436,97.64523217712973,198.97132836431717,,,,,84.72188207075615,82.02612509382162,,86.30783166519754,,,,,,497.78538629386713,612.1069936373716,,,,,,,,,,,,,2016.6555510700439,,,,,,,,,,,,,,,,,,,,,,,5.912194171622969,,,0.04939424843578112
990025,Tucana Dwarf,0.9911963516222488,81.80246409253282,81033.956905855,1.1311626710507172,13.800671847399773,13.1889065731494,0.910340906303196,0.9183531842542336,71.88534508867454,,,34.49746840203567,633.7997179520603,103.56262878873969,28.359586936239854,51.09825005843042,25.521925648544467,585.4348043882702,56.15805414162882,85.02096450228396,84.7081579709947,71.49381013356809,53.83587484757987,61.00865439664047,,,,,61.08614115410613,66.28684755913075,,76.67184444639675,,,,,,150.17322548250348,213.6914183356988,29.577375025968013,11.134866730710304,75156.04940603251,8957.403969476874,,241.9013566238793,,15.090820104435927,11.830215710811448,12.12298231631016,,,232.5731396842147,39.192276539093186,,,134.96704894408384,,77.22393524701444,75.47507647791073,31.39839347458669,,66.67465083934458,,,,,,,,,,,,,5.61175288516984,,,0.15424698544491255
990025,KKh 060,0.8246916776838236,63.887135442126215,28409.06269508108,0.6716973611784668,14.062458149103108,9.978597143232502,0.8152644644162474,0.7968066921831249,121.83969609213486,,,31.219117875205068,821.7109062433093,54.30551544543678,94.31774484342121,70.0258072276711,12.001111955826659,393.02181595686096,79.8012991419252,64.13275898867056,82.33518372448106,25.33228862470132,108.56207033984616,170.1753220568554,,,,,69.85400908991124,66.95860075068029,,72.24137036785521,,25.304899961039272,,,,364.3067431470446,399.1865293242238,,,22301.0771956998,5067.505526425454,11.543267574942687,132.41475872121077,,8.868365363746081,8.454600532417295,8.503985103759799,12.705495090478374,12.768753977197738,779.7369339942787,,,,,99.51782031430872,45.131418566122726,74.62831621033763,26.641394129509372,8.382952286750632,64.71966489034739,,133.54132880713144,,,,,,,,,,40.11869861043997,3.9811047527288617,21.012897251633557,,0.05287066836840537
990025,Grus II,0.6574574612261578,68.55532621940627,25648.328826756293,0.7456738966364279,15.434546442429767,10.02178628912784,0.6621915337613831,0.7438910832409723,149.56707483636592,,,21.99465677582517,855.7475042017144,82.04461418964587,155.4881541208446,98.28850784097116,14.49443400554044,540.4862511813392,79.8436992615739,63.72060428796843,66.94819422739504,64.26413194884933,97.01379349754788,168.4502963836751,,,,,84.9697188394219,59.6926197165913,,95.11904329681423,,77.53662706109874,,,,265.3612518329606,403.63536021071394,63.57845398955172,44.474849186304105,19047.283703732868,7931.241810094862,10.046557008422932,86.6750861668491,,12.45916503251668,9.452972270331472,11.040553845525794,,,851.2505630860968,57.856647974705666,,,44.18492317413991,70.64135272819505,61.078176314935895,78.26684814324611,20.30205151385721,5.993099127528797,92.41571911601841,,112.31690513572259,,,,,,,,,,12.984995704110212,4.320539363861398,,,0.05278024816084981
990025,UGCA 292,0.9510431193329276,75.69339655989981,20935.541512963733,0.9479611079596084,14.86287976386702,,,,,,,,999.8272022043905,78.37972999505016,129.079622589574,65.81874404183205,15.810461997906325,195.49973447648497,38.98053406198842,71.79409857187049,85.91489101396293,87.28636252234234,85.2822835793014,157.86167896084504,,,,,57.382150914574005,45.39399051331626,,69.03380726943465,,127.49700195554963,,,,249.49149114876758,340.1553354402697,54.578196752173916,8.862979922601754,29232.820511593418,4033.2856762622478,-5.266100932269703,,,15.158401896353812,,,14.953655312282839,14.172952899334376,298.8945943355306,,,,,174.38186911923398,,,,5.355283329124936,,,134.27916623729539,,,,,,,,,,,4.191899116934291,,,0.06265202442315343
990025,Aquarius II,0.6574015114814443,61.337084285421064,18231.029378480824,0.8263770660995636,15.173325066619785,6.941814664579402,0.7255364126079731,0.6472403398161426,168.48702853299338,,,20.36322596648531,468.6892826928299,85.30888834202219,145.1008168135626,84.74682178277746,9.186092008641973,560.3770370037232,48.5086501289041,60.940633382783936,61.67231830417671,90.51599978944452,113.10789278365552,151.59823926864843,,,,,79.53007676196086,92.51896357498177,,79.18398479766795,,89.40411837773783,,,,406.1210367478556,459.03762450755744,35.7833481378906,23.517874873859853,23416.984644718897,4492.548225817749,18.317198048869265,131.96530118488386,,40.900954326414094,5.498143510409812,10.545798325761988,13.658603329113701,18.419487017177595,968.5436783199127,92.11443010129648,,,,86.50211790900771,49.97190717791753,80.02010254063751,25.09618126433666,8.76948831820888,60.208281906561915,,139.02224922688234,,,,,,,,,,-4.709357176420449,6.1518015622517686,,,0.05392714068299398
990025,Andromeda XI,0.657180131451062,62.55492927934279,16196.125655485568,0.6790963580279352,12.937281130154949,6.529241525640284,0.5615200173802376,0.4824504600644501,154.0987865541206,,,21.78250205049348,913.5881728056858,47.231396355964186,203.63183486929174,119.40174777145256,18.682559164536727,464.05683247328017,41.48451847196677,60.98999920711301,68.95420332612174,71.74161794517275,102.7280093821068,102.56838424284912,,,,,78.87934834969575,82.24068959407835,,86.01268905982369,,28.69031727103506,,,,382.3754240670625,450.3067080516857,77.94989830521477,44.390164157322644,34280.135664189715,5779.1225777467225,16.29409684931819,89.48660617334272,,10.6214383804616,4.905175111832903,6.474652435804548,,,929.083661856734,109.23883933962162,,,,109.098158632161,26.13693579524721,24.360120278647237,,,36.424657274679475,,,,,,,,,,,,8.731994049906593,6.68440069208572,,,0.05058821118683099
